station_id,name_th,name_en,area_th,area_en,station_type,lat,long
o29,สำนักงานเทศบาลเมืองระนอง,Ranong Municipal office,"ต.เขานิเวศน์  อ.เมือง, ระนอง","Mueang District, Ranong",MOBILE,9.961849,98.639341
o38,ค่ายสุรสิงหนาท,Khai Surasinghanat,"ต.ตะพง อ.เมือง, ระยอง","Taphong, Mueang, Rayong",MOBILE,12.648576,101.32245
o59,ศูนย์ราชการจังหวัดพังงา,Phangnga Provincial Government Center,"ต.ถ้ำน้ำผุด อ.เมือง, พังงา","Mueang, Phangnga",MOBILE,8.424964,98.528719
o61,อุทยานแห่งชาติเอราวัณ,Erawan National Park,"ต.ท่ากระดาน อ.ศรีสวัสดิ์, กาญจนบุรี","Tha Kradan, Si Sawat District, Kanchanaburi",MOBILE,14.374830537949412,99.14523682440188
o65,ศูนย์พัฒนาเด็กเล็กวัดทองทรงธรรม,Wat Thong Song Tham Child Development Center,"ต.คลองสะแก, อ.นครหลวง, พระนครศรีอยุธยา","Khlong Sakae, Phra Nakhon Si Ayutthaya",MOBILE,14.420548,100.595312
o66,ศูนย์ป้องกันและบรรเทาสาธารณภัยเทศบาลตำบลเวียง,Wiang Subdistrict Disaster Prevention and Mitigation Center,"ต.เวียง อ.เชียงของ, เชียงราย","Wiang Subdistrict, Chiang Khong District, Chiang Rai",MOBILE,20.2575,100.4025
o67,โรงเรียนเสาไห้ (วิมลวิทยานุกูล),(Saohai Wimolwitthayanukul School.),"ต.เสาไห้ อ.เสาไห้, สระบุรี","Sao Hai, Sao Hai District, Saraburi",MOBILE,14.547922866744255,100.85647317791022
o68,ท่าอากาศยานปาย,Pai Airport,"ต.เวียงใต้ อ.ปาย, แม่ฮ่องสอน","Wiang Tai, Pai, Mae Hong Son",MOBILE,19.369637,98.43596
o69,การไฟฟ้าส่วนภูมิภาค สาขา อำเภอฮอด,"Provincial Electricity Authority, Hot District Branch","ต.หางดง อ.ฮอด, จ.เชียงใหม่","Hang Dong, Hot District, Chiang Mai",MOBILE,18.172495,98.61069
o70,สำนักงานเทศบาลตำบลเมืองนะ,Mueang Na Subdistrict Municipality Office,"ต.เมืองนะ อ.เชียงดาว, เชียงใหม่","Muangna Subdistrict, Chiang Dao District, Chiang Mai",MOBILE,19.593889,98.961667
o71,โรงพยาบาลเทพรัตนเวชชานุกูล แม่แจ่ม,"Debaratana Vejjanukul Hospital, Mae Chaem","ต.ช่างเคิ่ง อ.แม่แจ่ม, เชียงใหม่","Chang Khoeng,Mae Chaem,Chiang Mai",MOBILE,18.498333,98.379444
o72,สำนักงานเทศบาลเมืองเพชรบุรี ,Phetchaburi Municipality,"ต.คลองกระแชง อ.เมือง, เพชรบุรี","Tambon Khlong Kra Saeng, Amphoe Mueang Phetchaburi, Chang Wat Phetchaburi",MOBILE,13.11249031,99.9461325
o73,บริเวณที่ว่าการอำเภอลี้, Li District Office,"ต.ลี้ อ.ลี้, ลำพูน","Lee Subdistrict, Lee District, Lamphun",MOBILE,17.802222,98.949722
o75,ท่าอากาศยานปาย,Pai Airport,"ต.เวียงใต้ อ.ปาย, แม่ฮ่องสอน","Wiang Tai, Pai, Mae Hong Son",MOBILE,19.369637,98.43596
o76,สำนักงานเทศบาลตำบลเมืองนะ,Mueang Na Subdistrict Municipality Office,"ต.เมืองนะ อ.เชียงดาว, เชียงใหม่","Muangna Subdistrict, Chiang Dao District, Chiang Mai",MOBILE,19.593889,98.961667
